Firma Adı;Konum;Resim Yolu;Telefon;E-Posta;Hakkımızda;Kuruluş Yılı;Ücret Aralığı;Kapalı Alan;Açık Alan;Özellikler
Çocuk Gelişimci Özge Güvenler;Kartepe / Kocaeli;kurum_galeri/çocukgelişimciözgegüvenler_1770962167.jpg;+905534124566;iletisim@oyungruplari.com;Özel çocuklar icin Oyun Grubu Dehb Hafif, orta otizm Zihinsel engel Sosyal kaygı bozukluğu Yaygın gelişimsel bozukluklar;;;;;3 - 4 Yaş, 5 - 6 Yaş, Yaratıcı Drama
Baler Eğitim / Kartepe Oyun Grubu;Kartepe / Kocaeli;varsayilan.jpg;+905353299647;iletisim@oyungruplari.com;Kurumumuz Elçin Başak Baler tarafından kuruldu.Elçin Başak Baler psikolojik danışman , aile terapisi, oyun terapisidir.Kurumumuzda yapılan oyun atölyeleri Çocuk Gelişimi Mezunu Merve Akınlı tarafından yönetilmektedir.Oyun atölyelerinde temel hedef çocuğun gelişerek öğrenmesidir.Ailesinden güvenli şekilde ayrılan çocuk okula daha rahat şekilde adapte olacaktır.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Muzik, Orff, Yaratıcı Drama, Yabancı Dil, Aile Daışmanı, Psikolojik
Aklın Yolu Bir Gelişim Merkezi;İzmit / Kocaeli;kurum_galeri/aklınyolubirgelişimmerkezi_1770962170.jpg;+905433777790;iletisim@oyungruplari.com;Aklın Yolu Bir Gelişim Merkezi olarak Kocaeli İzmit bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. İzmit oyun grubu. Kocaeli oyun grupları.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Binicilik, Jimnastik, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Yemek, Reggio Emilia, Yabancı Dil, Kodlama, Satranç, Havuz, Bahce, Çocuk Parkı
Cansu Dede Çocuk Gel.ve Dnş.Merk.;Eyüpsultan / İstanbul;kurum_galeri/cansudedeçocukgelvednşmerk_1770962173.jpg;+905061721205;iletisim@oyungruplari.com; Cansu Dede Çocuk Gelişim ve Danışmanlık Merkezi olarak İstanbul Eyüpsultan bölgesinde çocuklar için Ebeveyn danışmanlığı ve oyun grubu ve atölye düzenleyen bir çocuk gelişim danışmanlık merkezi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Eyüpsultan oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Güvenlik, Kamera, Çocuk Parkı, Aile Daışmanı
Mor Ayı Psk. Çocuk Oyun Atölyesi;Maltepe / İstanbul;kurum_galeri/morayıpskçocukoyunatölyesi_1770962175.jpg;+905411902580;iletisim@oyungruplari.com;Merhabalar  Biz Mor Ayı Psikoloji ve Çocuk Oyun Atölyesi olarak Maltepe Küçükyalı’da hizmet vermekteyiz en kısa sürede platformunuzda yer almak istiyoruz Bu konuda yardımcı olursanız çok seviniriz  Mor Ayı olarak renkli dünyamızda çocuklarımızın hayal gücüne ve yaratıcılığına değer veriyoruz. Oyunlar, sanat etkinlikleri ve eğlenceli atölye çalışmalarıyla çocuklarımızın keşfetmesini, öğrenmesini ve büyümesini destekliyoruz  Atölyemizde çocuklarımızın oyunlarla birlikte sosyal becerilerini geliştirirken, eşsiz deneyimler yaşamalarını destekliyoruz.  Mor Ayı Psikoloji Ve Çocuk Oyun Atölyesi Aile Danışmanı Psk Gül Yıldırım Uzm Klnk Psk Elif Nazlı Demiralp;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Yabancı Dil, Kodlama, Psikolojik
Hope Kids Sincan;Sincan / Ankara;kurum_galeri/hopekidssincan_1770962176.jpg;+905013768688;iletisim@oyungruplari.com;Sincanin ilk ve tek anne bebek etkinlik kafesi olmaktan gurur duyuyoruz. Hope Kids Sincan olarak Ankara Sincan bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Sincan oyun grubu. Ankara oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Güvenlik, Kamera, Montesorri, Waldorf, Çocuk Parkı
Atölye STM;Şişli / İstanbul;kurum_galeri/atölyestm_1770962177.jpg;+905322261857;iletisim@oyungruplari.com;Atölyelerimizde, çocuklarla sanat, tasarım, mimarlık aracılığıyla, çeşitli form ve desen yaratım teknikleri uyguluyoruz.  Bu çalışmalarımızda farklı malzemelerin ve nesnelerin kullanımını teşvik ediyor, böylece çocuklara kavramlar arasındaki ilişkileri keşfettikleri, eğlenceli ve özgür bir yaratım ortamı sunuyoruz.  Atölye çalışmalarımızı çeşitli drama, hikayeleştirme, oyun gibi etkinliklerle harmanlayarak çocukların bütün temel gelişim alanlarına katkı sağlamayı amaçlıyoruz. Atölyelerimizde, çeşitli tasarım ve yapım yöntemleriyle, çocukların beceri sınırlarını genişleterek özgünlüklerini ve yaratıcılıklarını görünür kılacak alan oluşturuyoruz.;;;;;4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
Lotus Kids;Merkezefendi / Denizli;kurum_galeri/lotuskids_1770962178.jpg;+905466339587;iletisim@oyungruplari.com;2024 yılının şubat ayında faaliyete geçtik. Okul öncesi öğretmeni olmam ve özel kurumlarda ki tecrübemle farklı bir başlangıç yaptık. Fiziksel şartlar olarak bahçemizin olması havaların ısınmasıyla aktifleştireceğimiz bir alanımız.Hedefimiz her zaman çocukların gelişim süreçleri oldu bunun takibini yapabilmek için oyun gruplarını aynı zaman da farklı atölyeler düzenleyerek yine gelişimlerinin ön planda olduğu keyifli , farklı etkinlikler sunabilmek amacımız. Ailelerimizin bekleme alanlarının olduğunu ve bu alanda doğum günü organizasyonları yaptığımızı da belirtmek isterim.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Muzik, Orff, Yaratıcı Drama, Yemek, Yabancı Dil, Kodlama, Satranç, Bahce, Aile Daışmanı
Boo Boo Kids;Başakşehir / İstanbul;kurum_galeri/boobookids_1770962180.jpg;+905058690595;iletisim@oyungruplari.com;"Herkese Merhaba, Bizler Boo Boo Kids olarak serbest oyun alanı, kafe, oyun grupları ve atölyeler hizmeti sunan bir işletmeyiz. Serbest oyun alanımız; çocukların hayal güçlerini özgürce kullanabilecekleri, akranlarıyla etkileşime girebildikleri, bireysel veya kolektif olarak oynayabilecekleri yapılandırılmamış oyun alanımızdır. Bu alanda çocuklar özgürce akranlarıyla etkileşim içinde oynarken ebeveynlerimiz de oyun alanımıza görüş mesafesi yakınlığında bulunan kafe alanımızda vakit geçirebilirler. Oyun gruplarımız ve atölyelerimiz 18-24 ay, 24-36 ay ve 36-48 ay gelişim basamakları dikkate alınarak psikolog tarafından planlanmakta ve yürütülmektedir. Oyun grupları ve atölyelerde çocukların ince motor, kaba motor, duyusal, bilişsel ve sosyal becerilerini geliştirmeye yönelik oyunlar oynanmaktadır. Oyun gruplarımız;ince ve kaba motor, duyusal, bilişsel ve sosyal becerileri destekleyen gelişimsel oyunlar,İngilizce,serbest oyun zamanları,hikaye ve atıştırma molaları içermektedir.Oyun gruplarımız, dört hafta ve kapalı grup şeklinde gelişim takipli program olarak devam etmektedir.Ayrıca,ilk ve son haftalarda ebeveynlerimize bireysel geri dönüş değerlendirmeleri yapılacaktır. Oyun gruplarımıza aylık olarak kayıt olabilirsiniz. Atölyelerimizde ise çocukların gelişim basamaklarına uygun duyusal, bilişsel oyunlar ve sanat aktiviteleri yürütülmektedir. Atölyelerimiz günlük kayıtla gerçekleşmekte ve 1 saat sürmektedir.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Dans, Muzik, Güvenlik, Kamera, Yemek, Yabancı Dil
Magic Kids;Karşıyaka / İzmir;kurum_galeri/magickids_1770962181.jpg;+905300249609;iletisim@oyungruplari.com;Çocuklarımızın yaş grubuna özel aktiviteler ile gelişimlerini destekliyor. Aileleriyle keyifli vakit geçirmelerini sağlıyoruz. Dikey eğitim modeli ile öğrencilerin dil gelişimlerini destekliyoruz. Etkinlikle doğum günü organizasyonlarıyla çocuğunuzun en güzel gününü unutulmaz kılıyoruz. 🧘;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Dans, Muzik, Yaratıcı Drama, Güvenlik, Kamera, Montesorri, Yabancı Dil, Aile Daışmanı
Duyusal Keşif Atölyesi;Bolu Merkez / Bolu;kurum_galeri/duyusalkeşifatölyesi_1770962182.jpg;+905421928773;iletisim@oyungruplari.com;Merhaba,ben Merve OKTAY... Abant İzzet Baysal Üniversitesi Okul Öncesi Öğretmenliği ve Karabük Üniversitesi Lisans Çocuk Gelişimi mezunuyum.10 yıldır aktif olarak okul öncesi öğretmenliği yapıyorum. Aynı zamanda aile danışmanlığı,oyun terapistliği, çocuk resim analizleri, objektif testler,masal-sanat terapisi ve DEHB alanlarında çalışıyorum. Bu süreçte edindiğim bilgi, beceri ve tecrübelerimi Duyusal Keşif Atölyesine taşıdım. Çocuklarla yaratıcı ve etkileşimli bir öğrenme ortamı oluşturarak, onların gelişimine katkıda bulunmayı amaçlıyorum. Eğitim ve danışmanlık hizmetleri arasında çocuklar için özel olarak tasarlanmış oyunlar, resim analizleri, objektif testler ve masal terapisi bulunmaktadır. Ayrıca ailelere yönelik danışmanlık hizmetleri sunarak çocukların sağlıklı gelişimine destek oluyorum. Sizleri Duyusal Keşif Atölyesi'nde çocuklarınızın eğlenceli ve öğretici bir ortamda gelişimlerine katkıda bulunmak adına bizimle iletişime geçmekten çekinmeyin. Unutmayın, her çocuğun benzersiz bir potansiyeli vardır ve onların keşfedilmeyi bekleyen özel bir dünyası bulunmaktadır. İşte bu dünyayı birlikte keşfetmek için sizleri atölyemize davet ediyoruz. Detaylı bilgi ve randevu için bizimle iletişime geçebilirsiniz;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Koro, Orff, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Yabancı Dil, Aile Daışmanı, Psikolojik
Fındık Çocuk Oyun Atölyesi;Avcılar / İstanbul;kurum_galeri/fındıkçocukoyunatölyesi_1770962184.jpg;+905541474623;iletisim@oyungruplari.com;olarak İstanbul Avcılar bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Avcılar oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş
Serpil Kıyak Akademi;Süleymanpaşa / Tekirdağ;kurum_galeri/serpilkıyakakademi_1770962185.jpg;+908503460875;iletisim@oyungruplari.com;"Tekirdağ Süleymanpaşa' da MEB onaylı eğitim kurumuyuz. Kursiyerlerin kendine özgü niteliklerini yitirmeyecek eğitim alabilecekleri şekilde, donanımlı bireyler yetiştirilmesini sağlayan program zenginliği ile; ilerici ve öncü bir kurum olarak hizmet vermekteyiz. Sizler için ; alanında uzman kadromuz ile her yaş grubu için oyun grupları, farklı seviyelerde eğitimler, kurslar vermekteyiz. Sizleri de aramızda görmekten mutluluk duyarız.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Pilates, Yoga, Muzik, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, PYP, Bank Street, Cooperative, Creative Cirriculum, Yabancı Dil, Kodlama, Satranç
Rümeysa Alaca Muayenehanesi;Kadıköy / İstanbul;kurum_galeri/rümeysaalacamuayenehanesi_1770962186.jpg;+905468763107;iletisim@oyungruplari.com;Çocuk Psikiyatri muayenehanesi, çocuk psikiyatristi ve psikologların çalıştığı bir klinik.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Psikolojik
Merve Sakarya Çocuk Atölyesi;Başakşehir / İstanbul;kurum_galeri/mervesakaryaçocukatölyesi_1770962188.jpg;+905313577680;iletisim@oyungruplari.com;Merve Sakarya Çocuk Atölyesi olarak İstanbul Başakşehir bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Başakşehir oyun grubu. İstanbul oyun grupları.;;;;;
Doğa Bizim Yuvamız;Ümraniye / İstanbul;kurum_galeri/doğabizimyuvamız_1770962190.jpg;+905523043257;iletisim@oyungruplari.com;"Doğa; duvarlar ve çatılar tarafından çevrelenmeyen öğrenme alanıdır . Eğitmen, çocuğa rehberlik ederken, asıl olan çocuğun merkezde olduğu sınıf dışı bir öğrenme deneyimidir. Kaşif çocuk ,oyun oynar, kendi ilgi ve yönelimleri doğrultusunda doğadan öğrenir. Tavanı gökyüzü olan sınıflarımız bazen orman bazen deniz kenarı bazen bir yayla olabilir.. Duvarsız ve özgür bir eğitim icin pesimize takılın.☺️ Doğadaki atölyelerimizi birlikte yapalım❤️";;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Waldorf, Reggio Emilia
Arma Çocuk Akademisi;Yenimahalle / Ankara;kurum_galeri/armaçocukakademisi_1770962192.jpg;+905541861011;iletisim@oyungruplari.com;Arma Çocuk Akademisi olarak Ankara Yenimahalle bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Yenimahalle oyun grubu. Ankara oyun grupları. Arma çocuk akademisi her cumartesi günü 2 ve 5 yas oyun grubu;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Bale, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Yemek, Montesorri, Reggio Emilia, Yabancı Dil, Kodlama, Satranç, Bahce, Konferans, Aile Daışmanı
Rüya Oyun Parkı;Gaziosmanpaşa / İstanbul;kurum_galeri/rüyaoyunparkı_1770962193.jpg;+905066018824;iletisim@oyungruplari.com;Rüya Oyun Parkı olarak İstanbul Gaziosmanpaşa bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Gaziosmanpaşa oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
Kırmızı Balon Kids Cafe;Üsküdar / İstanbul;kurum_galeri/kırmızıbalonkidscafe_1770962194.jpg;+905366373653;iletisim@oyungruplari.com;Kırmızı Balon Kids Cafe olarak İstanbul Üsküdar bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Üsküdar oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş
Neva Atölye & Danışmanlık;Üsküdar / İstanbul;kurum_galeri/nevaatölyedanışmanlık_1770962196.jpg;+905336017159;iletisim@oyungruplari.com;Neva Atölye & Danışmanlık  olarak İstanbul Üsküdar bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Üsküdar oyun grubu. İstanbul oyun grupları.;;;;;3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Creative Cirriculum, Yabancı Dil, Kodlama, Satranç, Aile Daışmanı
Rota Çocuk Gelişim Merkezi;Konyaaltı / Antalya;varsayilan.jpg;+905412621230;iletisim@oyungruplari.com;Kurumumuz çeşitli temalarda atölye ve oyun grubu olarak hizmet vermektedir. 12 ay itibariyle gruplarımıza başlıyoruz. Her gün ve her hafta farklı temalar ile etkinlikler düzenliyor günlük ve aylık olarak hizmet sağlıyoruz. Ayrıca gelişim takip programı ile hem çocuklarımızı takip edip doğru yönlendirme ile daha verimli yol izliyor hem de ailelerimizi yakından bilgilendiriyoruz. Özel günlerde ise çocuklarımızla eğlenceli partiler düzenliyoruz;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Dans, Muzik, Yaratıcı Drama, Kamera, Montesorri, Waldorf, Reggio Emilia, Kodlama
Kids’s World Oyun Grubu / Atölye;Nilüfer / Bursa;kurum_galeri/kidssworldoyungrubuatölye_1770962198.jpg;+905385105837;iletisim@oyungruplari.com;🐻75 dakika ve 3 saatten oluşan atölyelerimiz mevcuttur. Tek seferlik veya aylık grubumuzu tercih edebilirsiniz. 🧡Oyun gruplarımız 12 ay / 6 yaş aralığındaki çocuklarımız için uygundur. 👨;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Yoga, Dans, Muzik, Orff, Yaratıcı Drama, Kamera, Yemek, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Kodlama, Bahce, Çocuk Parkı, Aile Daışmanı
Neşeli Kayık Oyun Evi;Bornova / İzmir;varsayilan.jpg;+905305989717;iletisim@oyungruplari.com;Neşeli Kayık Oyun Evi olarak İzmir Bornova bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Bornova oyun grubu. İzmir oyun grupları.;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Yabancı Dil, Bahce
Mor Koza Anaokulu;Başakşehir / İstanbul;kurum_galeri/morkozaanaokulu_1770962202.jpg;+905301319787;iletisim@oyungruplari.com;Mor Koza Anaokulu olarak İstanbul Başakşehir bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Başakşehir oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş
